JGI ID,JGI start,JGI end,NCBI start,NCBI end,NCBI ID,Column1,NCBI,kegg_annotation
jgi.p|Yarli1|64497,100124,103264,100124,103264,YALI0_A00803g,YALI0A00803g,YALI0A00803g,K03243 translation initiation factor 5B 
jgi.p|Yarli1|64498,106356,107765,106356,107765,YALI0_A00825g,YALI0A00825g,YALI0A00825g,unknown function
jgi.p|Yarli1|64499,108301,109344,108301,109344,YALI0_A00847g,YALI0A00847g,YALI0A00847g,unknown function
jgi.p|Yarli1|64500,109884,111338,109884,111338,YALI0_A00869g,YALI0A00869g,YALI0A00869g,unknown function
jgi.p|Yarli1|64501,112988,114379,112988,114379,YALI0_A00891g,YALI0A00891g,YALI0A00891g,K04382 serine/threonine-protein phosphatase 2A catalytic subunit [EC:3.1.3.16] 
jgi.p|Yarli1|64502,116949,119207,116949,119207,YALI0_A00913g,YALI0A00913g,YALI0A00913g,K14642 golgi apyrase [EC:3.6.1.5] 
jgi.p|Yarli1|64503,121112,121432,121112,121432,YALI0_A00935g,YALI0A00935g,YALI0A00935g,unknown function
jgi.p|Yarli1|64504,121983,122435,121983,122435,YALI0_A00957g,YALI0A00957g,YALI0A00957g,unknown function
jgi.p|Yarli1|64505,124225,125673,124225,125673,YALI0_A00979g,YALI0A00979g,YALI0A00979g,"K07238 zinc transporter, ZIP family "
jgi.p|Yarli1|64506,127330,128412,127330,128412,YALI0_A01001g,YALI0A01001g,YALI0A01001g,K23542 TMEM199 family protein 
jgi.p|Yarli1|64507,136940,140176,136940,140176,YALI0_A01023g,YALI0A01023g,YALI0A01023g,K01536 P-type Na+/K+ transporter [EC:7.2.2.3 7.2.2.-] 
jgi.p|Yarli1|64508,144254,145369,144254,145369,YALI0_A01045g,YALI0A01045g,YALI0A01045g,unknown function
jgi.p|Yarli1|64509,147528,147989,147528,147989,YALI0_A01067g,YALI0A01067g,YALI0A01067g,unknown function
jgi.p|Yarli1|64510,151111,153015,151111,153015,YALI0_A01089g,YALI0A01089g,YALI0A01089g,unknown function
jgi.p|Yarli1|64511,154616,155143,154616,155143,YALI0_A01111g,YALI0A01111g,YALI0A01111g,unknown function
jgi.p|Yarli1|64512,156015,157655,156015,157655,YALI0_A01133g,YALI0A01133g,YALI0A01133g,K00589 uroporphyrin-III C-methyltransferase [EC:2.1.1.107] 
jgi.p|Yarli1|64513,160621,161847,160621,161847,YALI0_A01155g,YALI0A01155g,YALI0A01155g,unknown function
jgi.p|Yarli1|64514,164805,166301,164805,166301,YALI0_A01265g,YALI0A01265g,YALI0A01265g,unknown function
jgi.p|Yarli1|64515,168362,169555,168362,169555,YALI0_A01331g,YALI0A01331g,YALI0A01331g,K10752 histone-binding protein RBBP4 
jgi.p|Yarli1|64516,172161,174395,172161,174395,YALI0_A01353g,YALI0A01353g,YALI0A01353g,K02209 DNA replication licensing factor MCM5 [EC:5.6.2.3] 
jgi.p|Yarli1|64517,174882,176080,174882,176080,YALI0_A01375g,YALI0A01375g,YALI0A01375g,K10753 histone chaperone ASF1 
jgi.p|Yarli1|64518,177300,180250,177300,180250,YALI0_A01397g,YALI0A01397g,YALI0A01397g,K20476 RAB6A-GEF complex partner protein 1 
jgi.p|Yarli1|64519,180279,181579,180279,181579,YALI0_A01419g,YALI0A01419g,YALI0A01419g,K03950 NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 6 
jgi.p|Yarli1|64520,182093,183157,182093,183157,YALI0_A01441g,YALI0A01441g,YALI0A01441g,K08726 soluble epoxide hydrolase / lipid-phosphate phosphatase [EC:3.3.2.10 3.1.3.76] 
jgi.p|Yarli1|64521,183955,184263,183955,184263,YALI0_A01452g,YALI0A01452g,YALI0A01452g,unknown function
jgi.p|Yarli1|64522,185237,186661,185237,186661,YALI0_A01463g,YALI0A01463g,YALI0A01463g,unknown function
jgi.p|Yarli1|64523,187261,188346,187261,188346,YALI0_A01485g,YALI0A01485g,YALI0A01485g,K00354 NADPH2 dehydrogenase [EC:1.6.99.1] 
jgi.p|Yarli1|64524,196867,197313,196867,197313,YALI0_A01540g,YALI0A01540g,YALI0A01540g,unknown function
jgi.p|Yarli1|64525,201359,204712,201359,204712,YALI0_A01562g,YALI0A01562g,YALI0A01562g,K22803 structural maintenance of chromosomes protein 5 
jgi.p|Yarli1|64526,208600,210492,208600,210492,YALI0_A01602g,YALI0A01602g,YALI0A01602g,K22804 structural maintenance of chromosomes protein 6 
jgi.p|Yarli1|64527,215891,216946,215891,216946,YALI0_A01650g,YALI0A01650g,YALI0A01650g,unknown function
jgi.p|Yarli1|64528,219225,220796,219225,220796,YALI0_A01716g,YALI0A01716g,YALI0A01716g,unknown function
jgi.p|Yarli1|64529,221222,222018,221222,222018,YALI0_A01738g,YALI0A01738g,YALI0A01738g,K09550 prefoldin subunit 4 
jgi.p|Yarli1|64530,222902,224182,222902,224182,YALI0_A01760g,YALI0A01760g,YALI0A01760g,K04075 tRNA(Ile)-lysidine synthase [EC:6.3.4.19] 
jgi.p|Yarli1|64531,225324,226469,225324,226469,YALI0_A01782g,YALI0A01782g,YALI0A01782g,K13205 A1 cistron-splicing factor AAR2 
jgi.p|Yarli1|64532,228317,230158,228317,230158,YALI0_A01826g,YALI0A01826g,YALI0A01826g,unknown function
jgi.p|Yarli1|64533,231346,232332,231346,232332,YALI0_A01848g,YALI0A01848g,YALI0A01848g,unknown function
jgi.p|Yarli1|64534,233105,234136,233105,234136,YALI0_A01870g,YALI0A01870g,YALI0A01870g,K01183 chitinase [EC:3.2.1.14] 
jgi.p|Yarli1|64535,239563,241857,239563,241857,YALI0_A01892g,YALI0A01892g,YALI0A01892g,unknown function
jgi.p|Yarli1|64536,246784,248385,246784,248385,YALI0_A01958g,YALI0A01958g,YALI0A01958g,unknown function
jgi.p|Yarli1|64537,249819,251375,249819,251375,YALI0_A01980g,YALI0A01980g,YALI0A01980g,unknown function
jgi.p|Yarli1|64538,252726,254057,252726,254057,YALI0_A02002g,YALI0A02002g,YALI0A02002g,unknown function
jgi.p|Yarli1|64539,254153,255943,254153,255943,YALI0_A02024g,YALI0A02024g,YALI0A02024g,unknown function
jgi.p|Yarli1|64540,256553,257527,256553,257527,YALI0_A02046g,YALI0A02046g,YALI0A02046g,unknown function
jgi.p|Yarli1|64541,258259,259335,258259,259335,YALI0_A02068g,YALI0A02068g,YALI0A02068g,K10756 replication factor C subunit 3/5 
jgi.p|Yarli1|64542,260225,262147,260225,262147,YALI0_A02090g,YALI0A02090g,YALI0A02090g,K08284 calcium channel MID1 
jgi.p|Yarli1|64543,263055,263429,263055,263429,YALI0_A02112g,YALI0A02112g,YALI0A02112g,unknown function
jgi.p|Yarli1|64544,263633,267733,263633,267733,YALI0_A02134g,YALI0A02134g,YALI0A02134g,K18719 nucleoporin NUP82 
jgi.p|Yarli1|64545,268401,268852,268401,268852,YALI0_A02156g,YALI0A02156g,YALI0A02156g,unknown function
jgi.p|Yarli1|64546,268909,269346,268909,269346,YALI0_A02178g,YALI0A02178g,YALI0A02178g,K14526 ribonuclease P/MRP protein subunit POP7 [EC:3.1.26.5] 
jgi.p|Yarli1|64547,270001,272268,270001,272268,YALI0_A02200g,YALI0A02200g,YALI0A02200g,K10609 cullin 4 
jgi.p|Yarli1|64548,272421,274673,272421,274673,YALI0_A02222g,YALI0A02222g,YALI0A02222g,K20643 Rho GTPase-activating protein RGD1 
jgi.p|Yarli1|64549,278487,280208,278487,280208,YALI0_A02244g,YALI0A02244g,YALI0A02244g,"K03320 ammonium transporter, Amt family "
jgi.p|Yarli1|64550,282026,284653,282026,284653,YALI0_A02266g,YALI0A02266g,YALI0A02266g,unknown function
jgi.p|Yarli1|64551,286025,288514,286025,288514,YALI0_A02288g,YALI0A02288g,YALI0A02288g,unknown function
jgi.p|Yarli1|64552,290783,292818,290783,292818,YALI0_A02310g,YALI0A02310g,YALI0A02310g,K00963 UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9] 
jgi.p|Yarli1|64553,293049,294524,293049,294524,YALI0_A02332g,YALI0A02332g,YALI0A02332g,unknown function
jgi.p|Yarli1|64554,296570,298252,296570,298252,YALI0_A02354g,YALI0A02354g,YALI0A02354g,K22285 oxysterol-binding protein-related protein 8 
jgi.p|Yarli1|64555,302682,303638,302682,303638,YALI0_A02409g,YALI0A02409g,YALI0A02409g,unknown function
jgi.p|Yarli1|64556,303990,304157,303990,304157,YALI0_A02416g,YALI0A02416g,YALI0A02416g,unknown function
jgi.p|Yarli1|64557,305061,305225,305061,305225,YALI0_A02423g,YALI0A02423g,YALI0A02423g,unknown function
jgi.p|Yarli1|64558,306897,307996,306897,307996,YALI0_A02431g,YALI0A02431g,YALI0A02431g,K14137 protein prenyltransferase alpha subunit repeat containing protein 1 
jgi.p|Yarli1|64559,308324,310612,308324,310612,YALI0_A02453g,YALI0A02453g,YALI0A02453g,K13711 phosphatidylinositol 4-kinase type 2 [EC:2.7.1.67] 
jgi.p|Yarli1|64560,312985,313530,312985,313530,YALI0_A02475g,YALI0A02475g,YALI0A02475g,unknown function
jgi.p|Yarli1|64561,316093,317005,316093,317005,YALI0_A02497g,YALI0A02497g,YALI0A02497g,unknown function
jgi.p|Yarli1|64562,317775,320054,317775,320054,YALI0_A02541g,YALI0A02541g,YALI0A02541g,K13939 dihydroneopterin aldolase / 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase / dihydropteroate synthase [EC:4.1.2.25 2.7.6.3 2.5.1.15] 
jgi.p|Yarli1|64563,321024,322042,321024,322042,YALI0_A02563g,YALI0A02563g,YALI0A02563g,K18588 coenzyme Q-binding protein COQ10 
jgi.p|Yarli1|64564,322300,323322,322300,323322,YALI0_A02585g,YALI0A02585g,YALI0A02585g,K17765 mitochondrial distribution and morphology protein 12 
jgi.p|Yarli1|64565,323454,324740,323454,324740,YALI0_A02607g,YALI0A02607g,YALI0A02607g,unknown function
jgi.p|Yarli1|64566,326518,326868,326518,326868,YALI0_A02629g,YALI0A02629g,YALI0A02629g,unknown function
jgi.p|Yarli1|64567,328434,329358,328434,329358,YALI0_A02651g,YALI0A02651g,YALI0A02651g,unknown function
jgi.p|Yarli1|64568,330169,330954,330169,330954,YALI0_A02673g,YALI0A02673g,YALI0A02673g,unknown function
jgi.p|Yarli1|64569,331727,332740,331727,332740,YALI0_A02695g,YALI0A02695g,YALI0A02695g,K03246 translation initiation factor 3 subunit I 
jgi.p|Yarli1|64570,333471,334430,333471,334430,YALI0_A02717g,YALI0A02717g,YALI0A02717g,K15918 D-glycerate 3-kinase [EC:2.7.1.31] 
jgi.p|Yarli1|64571,338335,338874,338335,338874,YALI0_A02783g,YALI0A02783g,YALI0A02783g,unknown function
jgi.p|Yarli1|64572,341365,341730,341365,341730,YALI0_A02849g,YALI0A02849g,YALI0A02849g,K17422 large subunit ribosomal protein L41 
jgi.p|Yarli1|64573,342436,342691,342436,342691,YALI0_A02871g,YALI0A02871g,YALI0A02871g,K13113 ubiquitin-like protein 5 
jgi.p|Yarli1|64574,343492,345111,343492,345111,YALI0_A02893g,YALI0A02893g,YALI0A02893g,unknown function
jgi.p|Yarli1|64575,345694,346371,345694,346371,YALI0_A02915g,YALI0A02915g,YALI0A02915g,K00411 ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8] 
jgi.p|Yarli1|64576,347943,348560,347943,348560,YALI0_A02937g,YALI0A02937g,YALI0A02937g,K03506 DNA polymerase epsilon subunit 4 [EC:2.7.7.7] 
jgi.p|Yarli1|64577,348955,351309,348955,351309,YALI0_A02959g,YALI0A02959g,YALI0A02959g,K05012 chloride channel 3/4/5 
jgi.p|Yarli1|64578,351994,353625,351994,353625,YALI0_A02981g,YALI0A02981g,YALI0A02981g,K12897 transformer-2 protein 
jgi.p|Yarli1|64579,353774,354193,353774,354193,YALI0_A03003g,YALI0A03003g,YALI0A03003g,gene not in KEGG
jgi.p|Yarli1|64580,354725,355693,354725,355693,YALI0_A03025g,YALI0A03025g,YALI0A03025g,"K05758 actin related protein 2/3 complex, subunit 2 "
jgi.p|Yarli1|64581,357648,358193,357648,358193,YALI0_A03069g,YALI0A03069g,YALI0A03069g,unknown function
jgi.p|Yarli1|64582,358521,360026,358521,360026,YALI0_A03091g,YALI0A03091g,YALI0A03091g,unknown function
jgi.p|Yarli1|64583,361882,362229,361882,362229,YALI0_A03113g,YALI0A03113g,YALI0A03113g,K08513 vesicle-associated membrane protein 4 
jgi.p|Yarli1|64584,364640,366274,364640,366274,YALI0_A03135g,YALI0A03135g,YALI0A03135g,unknown function
jgi.p|Yarli1|64585,367690,368358,367690,368358,YALI0_A03179g,YALI0A03179g,YALI0A03179g,unknown function
jgi.p|Yarli1|64586,370183,371325,370183,371325,YALI0_A03201g,YALI0A03201g,YALI0A03201g,unknown function
jgi.p|Yarli1|64587,374280,375929,374280,375929,YALI0_A03245g,YALI0A03245g,YALI0A03245g,K04348 serine/threonine-protein phosphatase 2B catalytic subunit [EC:3.1.3.16] 
jgi.p|Yarli1|64588,378304,380358,378304,380358,YALI0_A03399g,YALI0A03399g,YALI0A03399g,unknown function
jgi.p|Yarli1|64589,381782,382300,381782,382300,YALI0_A03421g,YALI0A03421g,YALI0A03421g,unknown function
jgi.p|Yarli1|64590,383729,385546,383729,385546,YALI0_A03443g,YALI0A03443g,YALI0A03443g,K17922 sorting nexin-8 
jgi.p|Yarli1|64591,387008,389113,387008,389113,YALI0_A03509g,YALI0A03509g,YALI0A03509g,K14573 nucleolar protein 4 
jgi.p|Yarli1|64592,389752,391008,389752,391008,YALI0_A03531g,YALI0A03531g,YALI0A03531g,K11551 central kinetochore subunit Mis15/CHL4 
jgi.p|Yarli1|64593,391290,393856,391290,393856,YALI0_A03553g,YALI0A03553g,YALI0A03553g,K20180 vacuolar protein sorting-associated protein 16 
jgi.p|Yarli1|64594,394395,394712,394395,394712,YALI0_A03575g,YALI0A03575g,YALI0A03575g,K03872 elongin-C 
jgi.p|Yarli1|64595,395670,397148,395670,397148,YALI0_A03597g,YALI0A03597g,YALI0A03597g,"K22834 1,3-beta-glucanosyltransferase GAS3 [EC:2.4.1.-] "
jgi.p|Yarli1|64596,399107,400135,399107,400135,YALI0_A03641g,YALI0A03641g,YALI0A03641g,unknown function
jgi.p|Yarli1|64597,400714,401745,400714,401745,YALI0_A03663g,YALI0A03663g,YALI0A03663g,unknown function
jgi.p|Yarli1|64598,404000,404746,404000,404746,YALI0_A03685g,YALI0A03685g,YALI0A03685g,unknown function
jgi.p|Yarli1|64599,407130,408674,407130,408674,YALI0_A03751g,YALI0A03751g,YALI0A03751g,unknown function
jgi.p|Yarli1|64600,408835,409827,408835,409827,YALI0_A03773g,YALI0A03773g,YALI0A03773g,unknown function
jgi.p|Yarli1|64601,414340,414972,414340,414972,YALI0_A03817g,YALI0A03817g,YALI0A03817g,unknown function
jgi.p|Yarli1|64602,415894,417456,415894,417456,YALI0_A03839g,YALI0A03839g,YALI0A03839g,K03242 translation initiation factor 2 subunit 3 
jgi.p|Yarli1|64603,418341,420242,418341,420242,YALI0_A03861g,YALI0A03861g,YALI0A03861g,K11378 histone acetyltransferase SAS3 [EC:2.3.1.48] 
jgi.p|Yarli1|64604,420671,424045,420671,424045,YALI0_A03883g,YALI0A03883g,YALI0A03883g,K14300 nuclear pore complex protein Nup133 
jgi.p|Yarli1|64605,424988,425953,424988,425953,YALI0_A03905g,YALI0A03905g,YALI0A03905g,K14847 ribosome production factor 2 
jgi.p|Yarli1|64606,430881,433190,430881,433190,YALI0_A03927g,YALI0A03927g,YALI0A03927g,K15255 ATP-dependent DNA helicase PIF1 [EC:5.6.2.3] 
jgi.p|Yarli1|64607,439249,441960,439249,441960,YALI0_A03949g,YALI0A03949g,YALI0A03949g,unknown function
jgi.p|Yarli1|64608,444031,445731,444031,445731,YALI0_A03971g,YALI0A03971g,YALI0A03971g,unknown function
jgi.p|Yarli1|64609,445772,446332,445772,446332,YALI0_A03993g,YALI0A03993g,YALI0A03993g,unknown function
jgi.p|Yarli1|64610,447238,448887,447238,448887,YALI0_A04059g,YALI0A04059g,YALI0A04059g,unknown function
jgi.p|Yarli1|64611,453438,454604,453438,454604,YALI0_A04191g,YALI0A04191g,YALI0A04191g,unknown function
jgi.p|Yarli1|64612,458431,460655,458431,460655,YALI0_A04279g,YALI0A04279g,YALI0A04279g,unknown function
jgi.p|Yarli1|64613,461808,462656,461808,462656,YALI0_A04301g,YALI0A04301g,YALI0A04301g,unknown function
jgi.p|Yarli1|64614,465608,466456,465608,466456,YALI0_A04323g,YALI0A04323g,YALI0A04323g,unknown function
jgi.p|Yarli1|64615,468136,469197,468136,469197,YALI0_A04345g,YALI0A04345g,YALI0A04345g,K15175 parafibromin 
jgi.p|Yarli1|64616,470101,470730,470101,470730,YALI0_A04367g,YALI0A04367g,YALI0A04367g,unknown function
jgi.p|Yarli1|64617,475113,475721,475113,475721,YALI0_A04455g,YALI0A04455g,YALI0A04455g,unknown function
jgi.p|Yarli1|64618,479201,479500,479201,479500,YALI0_A04499g,YALI0A04499g,YALI0A04499g,unknown function
jgi.p|Yarli1|64619,480708,481439,480708,481439,YALI0_A04521g,YALI0A04521g,YALI0A04521g,unknown function
jgi.p|Yarli1|64620,484613,485071,484613,485071,YALI0_A04587g,YALI0A04587g,YALI0A04587g,unknown function
jgi.p|Yarli1|64621,487327,490974,487327,490974,YALI0_A04609g,YALI0A04609g,YALI0A04609g,unknown function
jgi.p|Yarli1|64622,491273,492676,491273,492676,YALI0_A04631g,YALI0A04631g,YALI0A04631g,unknown function
jgi.p|Yarli1|64623,493047,494573,493047,494573,YALI0_A04653g,YALI0A04653g,YALI0A04653g,K24752 WD repeat-containing protein 70 
jgi.p|Yarli1|64624,494808,495347,494808,495347,YALI0_A04675g,YALI0A04675g,YALI0A04675g,K07766 diphosphoinositol-polyphosphate diphosphatase [EC:3.6.1.52] 
jgi.p|Yarli1|64625,495546,497903,495546,497903,YALI0_A04697g,YALI0A04697g,YALI0A04697g,K08286 protein-serine/threonine kinase [EC:2.7.11.-] 
jgi.p|Yarli1|64626,501284,501541,501284,501541,YALI0_A04719g,YALI0A04719g,YALI0A04719g,unknown function
jgi.p|Yarli1|64627,502411,504399,502411,504399,YALI0_A04741g,YALI0A04741g,YALI0A04741g,unknown function
jgi.p|Yarli1|64628,504896,505828,504896,505828,YALI0_A04785g,YALI0A04785g,YALI0A04785g,unknown function
jgi.p|Yarli1|64629,509325,510677,509325,510677,YALI0_A04873g,YALI0A04873g,YALI0A04873g,unknown function
jgi.p|Yarli1|64630,513452,514021,513452,514021,YALI0_A04895g,YALI0A04895g,YALI0A04895g,unknown function
jgi.p|Yarli1|64631,515036,516256,515036,516256,YALI0_A04917g,YALI0A04917g,YALI0A04917g,K07243 high-affinity iron transporter 
jgi.p|Yarli1|64632,518339,521335,518339,521335,YALI0_A04939g,YALI0A04939g,YALI0A04939g,K14805 ATP-dependent RNA helicase DDX24/MAK5 [EC:3.6.4.13] 
jgi.p|Yarli1|64633,521825,523181,521825,523181,YALI0_A04961g,YALI0A04961g,YALI0A04961g,K11087 small nuclear ribonucleoprotein D1 
jgi.p|Yarli1|64634,524671,525654,524671,525654,YALI0_A04983g,YALI0A04983g,YALI0A04983g,K10258 very-long-chain enoyl-CoA reductase [EC:1.3.1.93] 
jgi.p|Yarli1|64635,526422,527426,526422,527426,YALI0_A05005g,YALI0A05005g,YALI0A05005g,unknown function
jgi.p|Yarli1|64636,529296,531064,529296,531064,YALI0_A05027g,YALI0A05027g,YALI0A05027g,unknown function
jgi.p|Yarli1|64637,533230,534114,533230,534114,YALI0_A05115g,YALI0A05115g,YALI0A05115g,unknown function
jgi.p|Yarli1|64638,534888,535824,534888,535824,YALI0_A05137g,YALI0A05137g,YALI0A05137g,"K18176 cytochrome c oxidase assembly factor 3, fungi type "
jgi.p|Yarli1|64639,536009,536866,536009,536866,YALI0_A05159g,YALI0A05159g,YALI0A05159g,unknown function
jgi.p|Yarli1|64640,537135,538529,537135,538529,YALI0_A05181g,YALI0A05181g,YALI0A05181g,K14840 nucleolar protein 53 
jgi.p|Yarli1|64641,539012,541099,539012,541099,YALI0_A05203g,YALI0A05203g,YALI0A05203g,unknown function
jgi.p|Yarli1|64642,541502,541618,541502,541618,YALI0_A05225g,YALI0A05225g,YALI0A05225g,unknown function
jgi.p|Yarli1|64643,542408,546424,542408,546424,YALI0_A05247g,YALI0A05247g,YALI0A05247g,K11230 mitogen-activated protein kinase kinase kinase [EC:2.7.11.25] 
jgi.p|Yarli1|64644,548602,549357,548602,549357,YALI0_A05291g,YALI0A05291g,YALI0A05291g,unknown function
jgi.p|Yarli1|64645,553814,554782,553814,554782,YALI0_A05357g,YALI0A05357g,YALI0A05357g,K17615 serine/threonine-protein phosphatase PPG1 [EC:3.1.3.16] 
jgi.p|Yarli1|64646,556292,558652,556292,558652,YALI0_A05379g,YALI0A05379g,YALI0A05379g,K13950 para-aminobenzoate synthetase [EC:2.6.1.85] 
jgi.p|Yarli1|64647,560444,560935,560444,560935,YALI0_A05401g,YALI0A05401g,YALI0A05401g,K02326 DNA polymerase epsilon subunit 3 [EC:2.7.7.7] 
jgi.p|Yarli1|64648,561948,562947,561948,562947,YALI0_A05423g,YALI0A05423g,YALI0A05423g,K11098 small nuclear ribonucleoprotein F 
jgi.p|Yarli1|64649,565839,568877,565839,568877,YALI0_A05533g,YALI0A05533g,YALI0A05533g,K22686 pro-apoptotic serine protease NMA111 [EC:3.4.21.-] 
jgi.p|Yarli1|64650,569106,570203,569106,570203,YALI0_A05555g,YALI0A05555g,YALI0A05555g,K11108 RNA 3'-terminal phosphate cyclase-like protein 
jgi.p|Yarli1|64651,573646,576570,573646,576570,YALI0_A05577g,YALI0A05577g,YALI0A05577g,K06867 uncharacterized protein 
jgi.p|Yarli1|64652,577853,579346,577853,579346,YALI0_A05665g,YALI0A05665g,YALI0A05665g,unknown function
jgi.p|Yarli1|64653,582866,583210,582866,583210,YALI0_A05775g,YALI0A05775g,YALI0A05775g,unknown function
jgi.p|Yarli1|64654,585645,586796,585645,586796,YALI0_A05885g,YALI0A05885g,YALI0A05885g,unknown function
jgi.p|Yarli1|64655,588469,590556,588469,590556,YALI0_A05929g,YALI0A05929g,YALI0A05929g,unknown function
jgi.p|Yarli1|64656,591278,592621,591278,592621,YALI0_A05951g,YALI0A05951g,YALI0A05951g,unknown function
jgi.p|Yarli1|64657,594468,594743,594468,594743,YALI0_A05973g,YALI0A05973g,YALI0A05973g,unknown function
jgi.p|Yarli1|64658,595239,596096,595239,596096,YALI0_A05995g,YALI0A05995g,YALI0A05995g,K07573 exosome complex component CSL4 
jgi.p|Yarli1|64659,597216,597497,597216,597497,YALI0_A06017g,YALI0A06017g,YALI0A06017g,unknown function
jgi.p|Yarli1|64660,597627,598037,597627,598037,YALI0_A06039g,YALI0A06039g,YALI0A06039g,unknown function
jgi.p|Yarli1|64661,600195,601505,600195,601505,YALI0_A06061g,YALI0A06061g,YALI0A06061g,unknown function
jgi.p|Yarli1|64662,605093,605794,605093,605794,YALI0_A06105g,YALI0A06105g,YALI0A06105g,unknown function
jgi.p|Yarli1|64663,606661,607848,606661,607848,YALI0_A06171g,YALI0A06171g,YALI0A06171g,unknown function
jgi.p|Yarli1|64664,610940,612187,610940,612187,YALI0_A06215g,YALI0A06215g,YALI0A06215g,unknown function
jgi.p|Yarli1|64665,618269,619201,618269,619201,YALI0_A06347g,YALI0A06347g,YALI0A06347g,unknown function
jgi.p|Yarli1|64666,619395,620390,619395,620390,YALI0_A06369g,YALI0A06369g,YALI0A06369g,unknown function
jgi.p|Yarli1|64667,621641,623056,621641,623056,YALI0_A06435g,YALI0A06435g,YALI0A06435g,K01336 cerevisin [EC:3.4.21.48 3.4.21.-] 
jgi.p|Yarli1|64668,624657,625127,624657,625127,YALI0_A06457g,YALI0A06457g,YALI0A06457g,unknown function
jgi.p|Yarli1|64669,625950,627494,625950,627494,YALI0_A06479g,YALI0A06479g,YALI0A06479g,K14855 ribosome assembly protein 4 
